id,content,command_and_control,infection_propagation,secondary_operation,machine_access_control,anti_detection,exfiltration,data_theft,collection,integrity_violation,persistence,destruction,anti_code_analysis,security_degradation,privilege_escalation,availability_violation,anti_behavioral_analysis,discovery
169,"Based on logging strings, variable naming and PDB strings found in CozyDuke samples, we observed the following.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"• The internal name for CozyDuke is “Agent” • The CozyDuke main component’s functionality revolves around the execution of “tasks” that are often associated with “modules” • It is possible that the name “Agent” is not the original internal name of CozyDuke and that the name was changed sometime in 2011 with the original project name being “Agent_NextGen” • Sometime in 2011, CozyDuke was identified internally as being version 3.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,PDB strings found in early CozyDuke samples are listed in Table 4 (below).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,APPENDIX A 8.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,APPENDIX A | SAMPLE HASHES.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,• 00f67deb6e435c68f8a39336c9effc45d395b134 • 8b357ff017df3ed882b278d0dbbdf129235d123d • 01d3973e1bb46e2b75034736991c567862a11263 • 8ba7932a40008881a4ed975f52271c0b679eaff2 • 034481acd945028f4521cf0eaa3685c6202f9e19 • 8bc2d5aa1f384d56f3e921bce5326de8ff4dce2d • 04aefbf1527536159d72d20dea907cbd080793e3 • 8c3ed0bbdc77aec299c77f666c21659840f5ce23 • 08facf0ae484f5bc7b066bbdd382e683fdfcba77 • 8cc326473fd30ab5c97709e5a91fb04e18e72e96 • 0a38765d599865dabc394287e61f5e8f6ac442c5 • 8f1ac45360196a7b5a1680ff839a131394e9d9b4 • 1051f814b33991a1f8e551759ead44b8ee7fc2c9 • 8f467b32f1ec0f3b2efe10b3fed2a14b16075702 • 1a3825ef1064c2bbea5169671ef62030b00875ca • 9319bf72000f8e468c182947dd5c82fb8b9ae419 • 1d734a26184005603605aab67eba76d7d5ec3b8c • 93d53be2c3e7961bc01e0bfa5065a2390305268c • 1e02eea130d17b9afb712d846612ab8bd6972183 • 93ee1c714fad9cc1bf2cba19f3de9d1e83c665e2 • 210bc99275368df7ea179055737cffc3a12a6614 • 94520b93510db0dc10387a65e0a46f45ab501226 • 23e20c523b9970686d913360d438c88e6067c157 • 975b86c329c537f763f94a3f12610304dd358ff8 • 2564d7d42384bd3dce7257ef4a0a4b0cedac635b • 9b56155b82f14000f0ec027f29ff20e6ae5205c2 • 259b4679c26625c452141861014fe2f2c336462b • 9dc6bbc34933ffecbfbb454788bab4230fcc2c65 • 26d030c93c517d63147f502bf6536c3914698821 • 9e156f41ff9c17692c9eba5bdb67ac14f0c0473f • 29686320a3f06030f7192ca5b4f3eb47e73cb470 • 9f8f1672594a6fbac43793c857dd7718e75f328a • 29a91e7823046f4ec3fd6b3fd1b442eaa92f3565 • a38ea2533e3dfa6339726aafd4bc2bc7e3eec529 • 31163d35c5a3caa5e82e1d9b0d1b4db8fbdd79fa • a7a00f35797db2db9302625be456671911896d27 • 32b0c8c46f8baaba0159967c5602f58dd73ebde9 • a99d8313876015fcf1b783d38fee9e9c3cde088c • 33beb7a410f1cd699733000b5b30b5e4eb2062ba • ac2b5928f46069111f4334f650a7dbf1b5f026d5 • 3583647ef8158e29e3c18413ece70c2851720926 • b26bc0a3e35c474f7099bd2b066f1680f3394b14 • 365cbfe32a79ce41b049dd85bb30afc51ba1ea6f • b2b2e5c5a6f8a07f051aab14fbec1f6607888b50 • 37144694cfa953ab7acd376c033beda45cc95f4d • b47e711845d03c389004c912b3fbfc59228bb18c • 3a624b196576b03d327b43247a975da44688ffda • b5e973df0a159ab583fc8923c796c8cbf5b535df • 3b297f0ca7750c0c74e5f931fec1528fe1ba6bc9 • ba29768a2452a0e3abde02a903e53a181ee05bc8 • 3c8ba7ca3675ecc75855a58b9c0527d067c88f86 • bdd2bae83c3bab9ba0c199492fe57e70c6425dd3 • 3f0be1751afa9cb0fdd6bc6fc9874dd880bc8c1b • bf265227f9a8e22ea1c0035ac4d2449ceed43e2b • 41bb403d2549db95cfc6c851ef92ad26bdf2e906 • bf9d3a45273608caf90084c1157de2074322a230 • 42cfe068b0f476198b93393840d400424fd77f0c • c02b8c2bc15dd8a7110e5f1765716464bf421591 • 42fadc443025a132f833a4a5ed8a5350f79a86cc • c117608dab3ab632de8110f8981dd7e773c61d05 • 43a979aa6ab08685d9ce949c67e19bebbb3c3559 • c3d8a548fa0525e1e55aa592e14303fc6964d28d • 443bc2e77b10ae64af6321c2c7bfd311c0772503 • c3fde950fe7d668805b40b1680d519f20c18b899 • 44406a80f13045442ce6a28ee62a923ac8f8c56a • c5ef4c31693845d492285e5f1c7ff3c293f99976 • 482d1624f9450ca1c99926ceec2606260e7ce544 • c62e840ffe4bba50f6584b33a877475f0ebcf558 • 4975293c49ca223013088e51b8378e935322fe93 • c6472898e9085e563cd56baeb6b6e21928c5486d • 49fb759d133eeaab3fcc78cec64418e44ed649ab • c7b91ff3cc69dab807016aa76d0c261411ccf27d • 4a16674c799fae6535c82f878f6a37f94ee9a49b • c8fe2296565c211e019cdad3918a5736d4b12d44 • 5150174a4d5e5bb0bccc568e82dbb86406487510 • caa1083d2f20be0858e8d3d0671c042d0455a657 • 55bd71353408cdda1bdbbd54bc70b4c595d70e56 • cb7652aede9b1b7d756019f44c25fb0263498313 • 56ac317ed78f8016d59cb41e9283b1c08cbf149f • ccf83cd713e0f078697f9e842a06d624f8b9757e • 5bcd74e0c3c661580201e7d8122d7525a1480b4c • ce9d077349638ffd3e1ad68cda76c12cfb024069 • 5d3b82cdea4ae066efd5d127c7dd222adee62d0b • cebcf2f495c3b95138128d0577dcac5cde29490d • 5d4535df615a30b87b57facf4babf8d506e86a07 • d12e4f164a4734e8136da85001750157014d012c • 5ffe420a3cc848024884db8e2cfed68c47368dae • d3254f1f4c4def8c023982dfb28fa31e91b69ab5 • 6502bffbd1324071c7461c50a2552e48084560ae • d5cbf554e4e700b37ddcb026d4407fcd87032d87 • 662d3cb303450abae2b88699c7f48d74f84f0d5a • d89fc09f1aa72547d4b7f022470b6c8362997a5f • 669b7c98f0f697b91e95804dacdfe55fae3f0a85 • daa651188610fd9c5a6987109e7ee5504d72a35d • 69c82f6ca382bd2205d55b89f2e842b4790bda62 • e0779ac6e5cc76e91fca71efeade2a5d7f099c80 • 6b5ef7b76b35203dd323af49bfa27cfa7e1b6376 • e2d0edf2e7d4a09fad732d4113d970a56e9a6667 • 6b64ed0f4e39a1c320c7cbd342a93faed9f5df86 • e76da232ec020d133530fdd52ffcc38b7c1d7662 • 71c59eaa445346251467942bac489a9d4e807f7f • e99a03ebe3462d2399f1b819f48384f6714dcba1 • 75aeaee253b5c8ae701195e3b0f49308f3d1d932 • ea0cfe60a7b7168c42c0e86e15feb5b0c9674029 • 75e03a17d49d1b052770a21520bc13b14fc6c607 • eb851adfada7b40fc4f6c0ae348694500f878493 • 7765a0869530c1a17b8fd339bbe55cc4c1bdba30 • efd41300ccf4143d04664715e1de98cb416ffdd1 • 78e9960cc5819583fb98fb619b33bff7768ee861 • f2ffc4e1d5faec0b7c03a233524bb78e44f0e50b • 7c710cf31f20ef7e0ad1809672255d4edfdff052 • f33c980d4b6aaab1dc401226ab452ce840ad4f40 • 7c79e3205323b9917f9eedcd3d5a891d87ddf256 • f38040c70024fe9e305af5a3687e0d5993bb9e96 • 7cda99eefb5150b87278f9bcf6ac0bde534b99e8 • f7693e5d39db067d97cd91fb22522f94c59fda3d • 80935ac2ab3cf5b2900b49f6982a6a3f4575367c • f7d47c38eca7ec68aa478c06b1ba983d9bf02e15 • 81affba765aa87a0d0b12b5a213f09fd51e1e9a1 • fb1b1dc288d68f695f88c5ac036b3ab1c4f5e850 • 87668d14910c1e1bb8bbea0c6363f76e664dcd09 • feb9424386af47d550b13614c78530bc06ec876e • 883292f00e5836f99a1943a6e0164d8c6c124478 • 8ad2003b99d92dfb9d85912ee6a39c46b1ec8137.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,APPENDIX B 9.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,APPENDIX B: IOCS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Filenames (Note: we believe many of these to be borrowed from legitimate files).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,• agent_wininet_dl.exe • amdh264enc32.bin • amdh264enc32.dll • amdhcp32.dll • amdhdl32.dll • amdmftdecoder_32.dll • amdmftvideodecoder_32.bin • amdmftvideodecoder_32.dll • amdmiracast.dll • amdocl_as32.exe • amdocl.bin • amdocl_ld32.exe • amd_opencl32.dll • amdpcom32.bin • atiadlxx.bin • atiadlxx.dll • atiapfxx.exe • atibtmon.exe • aticalcl.dll • aticaldd.dll • aticalrt.dll • aticfx32.bin • aticfx32.dll • atidemgy.bin • atidxx32.bin • atidxx32.dll • atieclxx.exe • atiesrxx.exe • atiglpxx.dll • atiicdxx.dat • atikmdag.sys • atimuixx.dll • atiodcli.exe • atiode.exe • atioglxx.bin • atisamu32.dll • atiu9pag.bin • atiuxpag.dll • ativce02.dat • ativvaxy_cik.dat • ativvaxy_cik_nd.dat • ativvsva.dat • ativvsvl.dat • autorun.dll • autorun_com.dll • autorun_curver.dll • clinfo.exe • coinst_13.152.dll • observers.dll • ovdecode.dll • wininetp.dll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,User agent strings.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"• Java/1.8.0_25 • Java/1.8.0_26 • iTunes/12.0.1 (Windows; N) • Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko • Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0 • Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome /34.0.1847.137 Safari/537.36.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Mutexes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,• Mtx • qdfrty • AgentMutex.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Grabit and the RATs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Not so long ago, Kaspersky clients in the United States approached Kaspersky researchers with a request to investigate a new type of malicious software that they were able to recover from their organizations’ servers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,The malware calls itself Grabit and is distinctive because of its versatile behavior.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Every sample we found was different in size and activity from the others but the internal name and other identifiers were disturbingly similar.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,The timestamp seems valid and close to the documented infection timeline.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Our documentation points to a campaign that started somewhere in late February 2015 and ended in mid- March.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"As the development phase supposedly ended, malware started spreading from India, the United States and Israel to other countries around the globe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"All of the dozens of samples we managed to collect were programmed in Windows machine 32bit processor, over the Microsoft .NET Framework (Visual Basic/C#).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Files were compiled over the course of three days, between March 7th and 9th of 2015.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"The following chart illustrates how the group or individual created the samples, the size of each sample, the time of the day when each was compiled and the time lapses between each compilation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Malware compilation timeline.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"The smallest sample (0.52Mb) and the largest (1.57Mb) were both created on the same day, which could indicate experiments made by the group to test features, packers and “dead code” implementations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Looking at the chart, it is interesting to see the modus operandi as the threat actor consistently strives to achieve a variety of samples, different code sizes and supposedly more complicated obfuscation.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,"Along with these different sizes, activities and obfuscation, a serious encryption algorithm was also implemented in each one of them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"The proprietary obfuscated string, methods and classes made it rather challenging to analyze.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,"ASLR is also enabled, which might point to an open source RAT or even a commercial framework that packed the malicious software in a well written structure.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,This type of work is known as a mitigation factor for threat actors to keep their code hidden from analysts’ eyes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"During our research, dynamic analysis showed that the malicious software’s “call home” functionality communicates over obvious channels and does not go the extra mile to hide its activity.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"In addition, the files themselves were not programmed to make any kind of registry maneuvers that would hide them from Windows Explorer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Taking that into an equation, it seems that the threat actors are sending a “weak knight in a heavy armor” to war.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,It means that whoever programmed the malware did not write all the code from scratch.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,A well trained knight would never go to war with a blazing shield and yet a stick for a sword.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Looking into the “call home” traffic, the Keylogger functionality prepares files that act as a container for keyboard interrupts, collecting hostnames, application names, usernames and passwords.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23,"However, the interesting part lies here.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,The file names contain a very informative string: HawkEye_Keylogger_Execution_Confirmed_.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"3.10.2015 6:08:31 PM HawkEye is a commercial tool that has been in development for a few years now; it appeared in 2014, as a website called HawkEyeProducts, and made a very famous contribution to the hacker community.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"In the website, the product shows great versatility as it contains many types of RATs, features and functionality, such as the traditional HawkEye Logger or other types of remote administration tools like Cyborg Logger, CyberGate, DarkComet, NanoCore and more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"It seems to support three types of delivery: FTP, SMTP and Web-Panel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"As seen, the malware uses a number of RATs to control its victims or track their activity.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
29,One of the threat actor’s successful implementations contained the well-known DarkComet.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"This convenient “choose your RAT” functionality plays a very important role in the malware infection, routine and survival on the victim’s machine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,The DarkComet samples are more complicated than the traditional HawkEye logger.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"One instance had a random key generator which sets an initialization vector of the first 4 bytes of the executable file and appends a random 5 byte key that unpacks another PE file, less than 20Kb in size.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,The PE file then contains another packer with an even more challenging obfuscation technique.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,The last sample we tested had still more complicated behavior.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"The code itself had the same obfuscation technique, though traffic was not transferring in clear text.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,Stolen data was packed and sent encrypted over HTTP random ports.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,This means that the group is trying to produce other types of malicious samples with different RATs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Approximately 10,000 stolen files have been collected.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Companies based in Thailand and India had the largest percentage of infected machines.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"By looking at the stolen credentials, it is very clear that employees sent the malware to one another, as stolen host names and internal applications are the same.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"The following is the full chart, updated to May 2015.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Malware distribution by country Demonstrating the effectiveness of their simple Keyloggers, one C2 (on May 15th) maintained thousands of victim account credentials from hundreds of infected systems.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
43,"To sum it up, Grabit threat actors did not use any sophisticated evasions or maneuvers in their dynamic activity.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,It is interesting to see the major differences between the core development of the malware and the actual functionality it uses.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Some malware samples used the same hosting server, and even the same credentials.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Could it be that our threat actor was in a hurry? Our guess is that we are looking at a group and not an individual.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Some members of the group are more technical than the others and some are more security oriented and aware of the risks they might expose themselves to.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Back to square one: From what we have seen so far, the malware is being delivered as a Microsoft Office Word (.doc) email attachment, containing a malicious macro called AutoOpen.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"This macro simply opens a socket over TCP and sends an HTTP request to a remote server that was hacked by the group to serve as a malware hub, before downloading the malware.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"In some cases the malicious macro was password protected, but our threat actor might have forgotten that a .doc file is actually an archive and when that archive is opened in a convenient editor of your choice, the macro strings are shown in clear-text.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"The malware is in plain view, modifying commonplace registry entries, such as the startup configurations, and not covering its tracks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Its binaries are not deleted in most cases, and its communication is in clear- text, where the victim can sniff the communication and grab the FTP/SMTP server’s credentials.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Malware derivatives are mainly located in: C:\Users\.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"\AppData\Roaming\Microsoft Phishing extensions: .doc 3f77403a64a2dde60c4962a6752de601d56a621a 4E7765F3BF73AEC6E350F412B623C23D37964DFC Icons: .pdf, .doc, .ttf, .xls, .ppt, .msg, .exe Stealer: .txt, .jpeg, .eml Additional Executable names.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,AudioEndpointBuilder.exe BrokerInfrastructure.exe WindowsUpdate.exe.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Malware extensions: .zip or .exe.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,9b48a2e82d8a82c1717f135fa750ba774403e972b6edb2a522f9870bed57e72a ea57da38870f0460f526b8504b5f4f1af3ee490ba8acfde4ad781a4e206a3d27 0b96811e4f4cfaa57fe47ebc369fdac7dfb4a900a2af8a07a7b3f513eb3e0dfa 1948f57cad96d37df95da2ee0057dd91dd4a9a67153efc278aa0736113f969e5 1d15003732430c004997f0df7cac7749ae10f992bea217a8da84e1c957143b1c 2049352f94a75978761a5367b01d486283aab1b7b94df7b08cf856f92352166b 26c6167dfcb7cda40621a952eac03b87a2f0dff1769ab9d09dafd09edc1a4c29 2e4507ff9e490f9137b73229cb0cd7b04b4dd88637890059eb1b90a757e99bcf 3928ea510a114ad0411a3528cd894f6b65f59e3d52532d3e0c35157b1de27651 710960677066beba4db33a62e59d069676ffce4a01e63dc968ad7446158f55d6 7371983a64ef9389bf3bfa8d2abacd3a909d13c3ee8b53cccf437026d5925df5 76ba61e510a340f8751e46449a7d857a2d242bd4724d0d040b060137ab5fb31a 78970883afe52e4ee846f4a7cf75b569f6e5a8e7a830d69358a8b33d186d6fec 7c8c3247ffeb269dbf840c7648e9bfaa8cf3d375a03066b57773c48de2b6d477 7f0c4d3644fdcd8ac5bc2e007bb5c3e9eab56a3d2d470bb796af88125cd74ac9.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,IP Addresses.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,31.220.16.147 204.152.219.78 128.90.15.98 31.170.163.242 185.77.128.65 193.0.200.136 208.91.199.223 31.170.164.81 185.28.21.35 185.28.21.32 112.209.76.184.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
